Mnd,Ap,Hoyre,Frp,SV,SP,KrF,Venstre,MDG,Rodt,Andre,Ap_var,Hoyre_var,Frp_var,SV_var,SP_var,KrF_var,Venstre_var,MDG_var,Rodt_var,Andre_var,Ap_skandale,Hoyre_skandale,Frp_skandale,SV_skandale,Sp_skandale,KrF_skandale,Venstre_skandale,MDG_skandale,Rodt_skandale,Andre_skandale,AP_skandale_lag3,AP_skandale_lag6,Hoyre_skandale_lag3,Hoyre_skandale_lag6,Frp_skandale_lag3,Frp_skandale_lag6,SV_skandale_lag3,SV_skandale_lag6,Sp_skandale_lag3,Sp_skandale_lag6,KrF_skandale_lag3,KrF_skandale_lag6,Venstre_skandale_lag3,Venstre_skandale_lag6,MDG_skandale_lag3,MDG_skandale_lag6,Rodt_skandale_lag3,Rodt_skandale_lag6,Andre_skandale_lag3,Andre_skandale_lag6,Ap_reg,Hoyre_reg,Frp_reg,SV_reg,Sp_reg,KrF_reg,Venstre_reg,MDG_reg,Rodt_reg,Andre_reg,AP_reg_lag3,AP_reg_lag6,H_reg_lag3,H_reg_lag6,FRP_reg_lag3,FRP_reg_lag6,SV_reg_lag3,SV_reg_lag6,SP_reg_lag3,SP_reg_lag6,KRF_reg_lag3,KRF_reg_lag6,Venstre_reg_lag3,Venstre_reg_lag6,MDG_reg_lag3,MDG_reg_lag6,Rodt_reg_lag3,MDG_reg_lag6,Andre_reg_lag3,Andre_reg_lag6,ledighet,ledig_trend3,ledig_trend6,styringsrente,styringsrente_trend3,styringsrente_trend6
10/31/2016,36.6,24.5,13.5,3.8,6.7,4.5,4.3,2.6,1.8,1.5,34.51781102,24.81212922,14.29067993,4.241907326,6.201000075,5.173391818,4.337436747,2.828636853,1.690010339,1.699753919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,-0.067,-0.033333333,0.5,0,0
11/30/2016,36.3,23.8,12.5,4.3,7,5.1,4.6,2.9,2,1.6,35.82060005,24.88338296,12.50089896,4.305792162,6.781164183,4.801081246,4.462388223,2.784769133,1.817027299,1.73266689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,-0.067,-0.05,0.5,0,0
12/31/2016,36.1,23.1,14,4.3,7.1,4.8,4,2.8,1.9,1.7,35.83889464,24.49564337,12.40530609,4.168572542,6.822003735,5.003376953,4.482220207,3.012266899,2.078698745,1.616272522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,-0.067,-0.066666667,0.5,0,0
1/31/2017,35.5,23.4,13.9,4.3,7.8,5.2,4,2.5,2.1,1.3,36.82291915,22.4829674,13.99350221,4.082234811,6.987723152,4.908051819,4.115632153,2.850136358,2.014256443,1.589682822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,-0.033,-0.066666667,0.5,0,0
2/28/2017,33.1,23.4,14,4.1,9.8,4.9,4,2.8,2.1,1.7,35.53946743,23.75187238,13.80506456,3.979985332,8.122967882,4.708808516,4.141353329,2.644862734,1.810965236,1.30493568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,-0.05,0.5,0,0
3/31/2017,32.5,23.3,12.6,4.4,11.6,5,3.9,2.7,2.4,1.7,33.52717361,22.46448185,14.57402166,4.005057841,10.04994713,4.800877284,3.816094553,2.724535949,2.128437997,1.80891428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,0.033,-0.016666667,0.5,0,0
4/30/2017,31.7,23.3,12.8,4.6,12.3,4.8,3.7,2.7,2.3,1.7,33.2058808,23.91482693,11.97162839,4.297980774,11.08590984,4.932302092,3.818510552,2.827841571,1.912253564,2.005853732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,0.033,0,0.5,0,0
5/31/2017,31.8,23.5,13,4.2,12.3,4.7,3.2,2.8,2.6,1.8,32.57942904,22.25797536,13.38295805,4.11815855,11.91445322,4.99082281,3.611553645,2.775815609,2.453549947,1.923028251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,0,0.016666667,0.5,0,0
6/30/2017,31.7,23.1,13.4,4.3,12.1,4.5,3.3,3.2,2.4,2.1,31.99810467,22.94365209,12.70323806,4.373376327,12.33500518,4.650818378,3.467820634,3.139856309,2.352943507,2.039622603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,-0.033,0,0.5,0,0
7/31/2017,32.1,22,13.3,4.6,11.4,4.9,3.4,4,2.3,2.2,31.29451362,22.23430923,13.5643121,4.339356868,12.49006287,4.780122107,3.436656189,3.267368071,2.606010565,2.08963297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,-0.1,-0.033333333,0.5,0,0
8/31/2017,27.9,23.8,14.5,5.6,10.7,4.8,3.6,4,3,2,31.19011383,22.26398542,12.99248527,4.839637965,11.8563094,4.822510881,3.634436553,3.911666633,2.49949147,2.055032324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,-0.1,-0.066666667,0.5,0,0
9/30/2017,26.9,24.4,14.6,6.1,10.2,4.4,4.2,3.9,3.3,1.8,28.26398698,23.70711936,14.56212633,5.369515205,10.8922005,4.683049836,3.561091227,4.085695691,2.811807842,1.975289954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,-0.033,-0.066666667,0.5,0,0
10/31/2017,26.1,26.5,13.9,6.6,10.5,3.8,4.3,3.7,2.8,1.5,26.92141973,24.20794745,15.684449,5.96642733,10.49638633,4.276054025,3.99867956,3.665759326,3.144923191,1.565668169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,-0.033,-0.083333333,0.5,0,0
11/30/2017,26.2,26.4,14.6,6.9,10.5,3.8,4.3,2.8,3,1.2,25.29824501,27.23429342,14.36661531,6.763111726,10.05650773,4.311301886,4.265150578,3.266116163,3.074935168,1.145548047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,-0.033,-0.066666667,0.5,0,0
12/31/2017,26.2,26.6,14.4,7.1,10.6,4.1,4,3.4,2.4,1.2,25.34210893,27.05964653,15.02911831,7.126396337,9.751333247,4.150606005,4.303617904,2.711612516,3.180705988,1.172772594,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,0,-0.033333333,0.5,0,0
1/31/2018,22.4,29,14.2,7.5,11.1,4.2,4.1,3,3,1.4,24.27519138,27.54848609,13.54034009,7.460611591,11.01797201,4.285070452,4.294415925,3.177186198,2.965593017,1.126607991,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4.1,0,-0.016666667,0.5,0,0
2/28/2018,23.3,28.6,13.7,7.3,10.7,4,4.3,3.4,3.2,1.2,22.56962027,29.38419684,13.93290848,7.384471797,10.69061062,4.036546429,3.857998184,3.10895392,3.31006856,1.493288131,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4.1,0,-0.016666667,0.5,0,0
3/31/2018,23.7,27.1,15.2,6.6,11.3,4,4.2,2.9,3.3,1.5,23.5632592,27.93222169,14.1715749,7.089482842,10.99313528,3.986932969,4.192519537,3.231312409,3.341939984,1.271706584,0,1,0,0,0,0,0,0,0,0,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4.1,0,0,0.5,0,0
4/30/2018,23.8,25.8,15.8,7.3,10.9,4.2,3.7,2.8,4.3,1.4,23.82037934,26.82403659,16.0563327,6.483443942,10.83536479,4.01989797,4.133488231,2.931059882,3.448868306,1.48974504,0,0,1,0,0,0,0,0,0,0,0,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,3,4,0,0,0,0,0,0,4.1,0,0,0.5,0,0
5/31/2018,24.1,26.8,14.9,7.2,10.7,4,4,2.9,3.7,1.7,23.82514057,26.15252624,15.87104186,7.138685325,10.65384238,4.151900836,3.895867928,3.044475365,3.385198731,1.674249057,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,3,5,0,0,0,0,0,0,4.1,0,0,0.5,0,0
6/30/2018,23.2,27.2,13.4,7.3,11,4.1,4.1,3,4.8,1.9,24.52616257,27.17161177,14.12718454,7.176598652,10.62782143,4.081669592,4.106904726,2.805566817,3.52297272,1.77639443,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,4.1,0,0,0.5,0,0
7/31/2018,23.7,26.3,14.8,7.5,9.7,5,3.4,3.7,3.9,2,23.16344654,27.60929399,13.7695942,7.437387431,10.38842799,4.074806327,3.994017022,3.176998151,4.462351647,1.822098096,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,4,-0.033,-0.016666667,0.5,0,0
8/31/2018,26.1,25.8,12.8,6.7,11.7,4.2,3.8,3.1,4.6,1.3,23.67224878,26.14645376,14.33226126,7.022222472,10.90639741,4.616410751,3.965185827,3.499265781,4.125653681,1.641332876,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,4,-0.033,-0.016666667,0.5,0,0
9/30/2018,26.5,26.2,13.9,6.4,10.8,3.5,3.4,2.8,4.6,1.9,27.13213772,25.2973382,13.22518768,6.567990614,11.22292535,4.059200592,3.669099391,3.239723926,4.221346367,1.595381146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,4,0,-0.016666667,0.58,0.026666667,0.013333333
10/31/2018,27.2,25.7,13.3,6.8,11,4.1,3.4,2.8,3.9,1.8,25.90106395,26.08070005,13.76846634,6.518832799,10.73582069,4.093024475,3.482193226,3.239770993,4.282558409,2.002606768,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,3.9,-0.033,-0.033333333,0.75,0.083333333,0.041666667
11/30/2018,28.7,25.4,12.8,6.3,11.3,3.9,3.7,2.7,3.9,1.4,27.40274102,25.55391778,13.22955465,6.763285297,10.97424062,4.050959478,3.636757526,2.628680755,3.877553797,2.006275793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,3.9,-0.033,-0.033333333,0.75,0.056666667,0.041666667
12/31/2018,27.7,25,13,7,11.4,3.6,3.6,3,4.1,1.3,28.2227927,25.73678031,12.51420259,6.646610461,10.98182446,4.073464282,3.454940784,2.900583123,4.211092419,1.335011155,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,3.8,-0.033,-0.033333333,0.75,0,0.041666667
1/31/2019,28.3,24.2,12.3,7.4,11.9,3.5,3.3,3.1,4,1.4,28.15498644,24.8088877,11.91935334,7.221715935,11.00695907,4.118014161,3.733320259,3.100709145,3.857646959,1.662698504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,3,6,3,6,0,0,0,0,1,1,3,6,0,0,0,0,0,0,3.8,-0.033,-0.033333333,0.75,0,0.041666667
2/28/2019,28,22.9,11.3,7.7,13.2,3.5,2.6,3.4,5.5,2,28.65800325,24.2015755,12.08368261,7.288856569,11.82843882,3.634251268,3.420274535,2.954602785,4.232475684,1.328613864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,3,6,3,6,0,0,0,0,2,2,3,6,0,0,0,0,0,0,3.8,0,-0.033333333,0.75,0,0.028333333
3/31/2019,26.7,24.3,11.3,7.5,13.7,3.4,2.2,4,5,1.9,26.22960314,23.49739839,11.73714311,7.68055704,13.08168709,3.676342893,2.973042424,3.594836199,5.535251925,1.994858351,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,3,6,3,6,0,0,0,0,3,3,3,6,0,0,0,0,0,0,3.7,-0.033,-0.033333333,0.82,0.023333333,0.011666667
4/30/2019,26.2,22.5,10.6,7.5,15.9,3.5,2.9,3.9,4.5,2.6,26.74053647,23.80473947,9.927906326,7.422776091,14.39467376,3.586202083,2.800042003,4.161714362,4.901072283,2.128922492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,3,6,3,6,0,0,0,0,3,4,3,6,0,0,0,0,0,0,3.7,-0.033,-0.033333333,1,0.083333333,0.041666667
5/31/2019,26,21.7,12.2,7.1,14.5,3.4,2.8,4.2,5.1,3.1,26.19919443,21.21554571,11.68555594,7.295420279,16.09351487,3.28777936,2.979124314,4.045020295,4.729179317,2.487596881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,3,6,3,6,0,0,0,0,3,5,3,6,0,0,0,0,0,0,3.8,0.033,0,1,0.06,0.041666667
6/30/2019,25.3,22,10.4,6.8,14.7,3.2,2.7,5.4,5.6,3.9,25.2173686,21.19627087,12.22194986,7.2540471,15.12789051,3.414676002,2.813765586,4.78860104,4.85385326,3.265473866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,3,6,3,6,0,0,0,0,3,6,3,6,0,0,0,0,0,0,3.9,0.067,0.016666667,1.08,0.026666667,0.055
7/31/2019,25,21.6,8.2,7.7,14.2,3.9,4,5.2,5,5.5,24.99422161,21.20369,9.420686195,7.626440817,14.64973556,3.677149147,3.265125185,5.428610615,5.473549279,4.476463353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,3,6,3,6,0,0,0,0,3,6,3,6,0,0,0,0,0,0,4,0.067,0.033333333,1.25,0.083333333,0.083333333
8/31/2019,24,22.3,10.2,7.2,15.2,3.7,2.9,5.9,5.1,3.7,24.88295009,22.03094856,8.783456095,7.632585487,14.53379977,3.886937419,3.55185148,5.480788102,4.692503216,4.7320383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,3,6,3,6,0,0,0,0,3,6,3,6,0,0,0,0,0,0,4,0.033,0.05,1.25,0.056666667,0.071666667
9/30/2019,23,21.3,11.5,7.6,16.3,3.6,3,6.7,4.1,3.1,23.42589042,22.48453682,10.36745449,7.300587774,15.67451016,3.304388188,3.242378134,5.865839387,4.652040925,3.913298183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,3,6,3,6,0,0,0,0,3,6,3,6,0,0,0,0,0,0,4.1,0.033,0.066666667,1.33,0.026666667,0.055
10/31/2019,23.6,21,9.8,7.3,17.3,3.6,3.4,6.7,4.6,2.7,23.52698242,20.28467219,10.20843334,7.916014224,17.04722734,3.546726306,3.54802645,6.538002838,4.541776144,2.95583838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,3,6,3,6,0,0,0,0,3,6,3,6,0,0,0,0,0,0,4.1,0.033,0.05,1.5,0.083333333,0.083333333
11/30/2019,22.5,21,9.8,7.3,19.2,3.3,3.2,6.3,4.9,2.6,24.01991179,20.5485893,10.52367393,7.306277509,17.58110218,3.240489437,2.919661215,6.70370939,4.630883253,2.656119781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,3,6,3,6,0,0,0,0,3,6,3,6,0,0,0,0,0,0,4.1,0,0.033333333,1.5,0.056666667,0.07
12/31/2019,23.2,21.2,10.7,7.6,17.8,3.4,3.1,5.6,5.1,2.4,23.1278041,20.53851314,10.3732864,7.251557107,18.58351904,3.312236396,3.00884831,6.157457325,4.905228741,2.980998015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,3,6,3,6,0,0,0,0,3,6,3,6,0,0,0,0,0,0,4.1,0,0.016666667,1.5,0,0.041666667
1/31/2020,25.5,20.5,12.8,7.2,15.9,3.5,2.7,5.1,4.6,2.2,24.02468839,21.06442195,11.43782647,7.065292108,17.24727044,3.196759296,2.837386139,5.814590174,4.95822061,2.501740646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,3,6,3,6,0,0,0,0,3,6,3,6,0,0,0,0,0,0,4,-0.033,0,1.5,0,0.041666667
2/29/2020,24.1,19,15,6.9,15.2,4,3.8,5.5,4.4,1.9,25.80834467,19.56978697,13.44391728,7.013539224,15.89895334,3.42417728,2.986291827,4.965475918,4.759343668,2.149315841,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3,6,2,5,0,0,0,0,3,6,3,6,0,0,0,0,0,0,4,-0.033,-0.016666667,1.5,0,0.028333333
3/31/2020,24.6,20.5,12.9,7.7,16.6,3.3,3.1,5.4,4.3,1.7,24.26259379,19.23181574,14.52515927,7.421094378,15.38632729,3.64588991,3.397386602,5.389199784,4.451921486,1.736763692,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3,6,1,4,0,0,0,0,3,6,3,6,0,0,0,0,0,0,3.9,-0.033,-0.033333333,0.99,-0.17,-0.085
4/30/2020,24.9,26,11.5,7.3,14.4,3.6,3,4.5,3.6,1.3,24.37891388,22.32029369,12.14373826,7.517724192,16.3904069,3.563554176,3.048665175,4.918551791,4.199682087,1.550470158,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3,6,0,3,0,0,0,0,3,6,3,6,0,0,0,0,0,0,4.2,0.067,0.016666667,0.25,-0.416666667,-0.208333333
5/31/2020,25.9,26.7,9.9,6.7,14,3.4,3.1,5,4,1.5,25.57295396,27.00996178,11.33830642,6.723755243,14.16719771,3.42821971,2.679775588,4.398937449,4.10720249,0.798244282,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3,6,0,2,0,0,0,0,3,6,3,6,0,0,0,0,0,0,4.7,0.267,0.1,0.05,-0.313333333,-0.241666667
6/30/2020,24.2,25,11.6,7.2,14.1,3.6,3,5.2,4.6,1.7,24.62417206,25.56065664,11.12715538,7.119818461,14.32233956,3.453133604,3.192345066,4.791818031,4.55531381,1.654521245,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3,6,0,1,0,0,0,0,3,6,3,6,0,0,0,0,0,0,5.3,0.367,0.216666667,0,-0.083333333,-0.25
7/31/2020,24.1,25.8,10.6,7.5,13.2,3.9,3.2,5.1,5,1.8,23.58304785,25.85961368,10.88319468,7.370788651,13.82995613,3.733353654,2.950936966,5.410014983,4.70839507,1.835992896,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,5.4,0.233,0.233333333,0,-0.016666667,-0.25
8/31/2020,24.4,25.4,11,7.3,14,3.8,2.9,5.1,4.3,1.8,23.97651129,26.24582115,11.23849042,7.04078451,13.11320138,3.751527534,3.092121907,5.045151694,4.971801,1.748687229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,5.5,0.067,0.266666667,0,0,-0.165
9/30/2020,22.9,24.7,12.6,7.8,14.1,3.7,3.2,4.7,4.1,2.2,25.05024429,24.51256431,11.44162271,7.293102412,14.06714823,3.650952141,3.249952374,4.85495768,4.185797867,1.640958571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,5.3,-0.033,0.183333333,0,0,-0.041666667
10/31/2020,21.4,24.5,12.7,7,16.3,3.6,3.5,4.4,4.4,2.1,22.8867661,24.93248028,12.56088623,7.501869796,14.37920467,3.610723241,3.10691923,4.92448008,3.96617575,1.991370622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,5.3,-0.067,0.1,0,0,-0.008333333
11/30/2020,21.5,23.2,12.1,7.2,18.6,3.3,3.4,4.3,4.1,2.3,21.20567379,24.23683295,12.8261198,7.342631903,16.40665124,3.582254486,3.249622499,4.43566251,4.187293253,2.56872787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,5.2,-0.033,-0.016666667,0,0,0
12/31/2020,21.2,22.3,11,7.5,21,3.4,3.3,4.1,4.1,2,22.11564596,23.16119044,11.49902352,7.432967682,17.79025212,3.816321785,3.218114016,4.29799406,3.99111977,2.589896169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,5,-0.1,-0.066666667,0,0,0
1/31/2021,26.4,24.7,9,7.1,14.7,3.7,3.4,4.1,3.3,3.5,22.36391664,22.77349925,10.28798252,7.335707128,19.87580229,3.596919762,3.051240919,4.346982438,3.682770174,2.531316971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,5,-0.067,-0.083333333,0,0,0
2/28/2021,25.4,24.6,9.3,7.4,15.2,3.9,3.3,4.3,3.5,3.1,26.02464524,24.01687601,8.51419171,7.047392087,15.43818787,4.038374843,3.490699236,4.535837536,3.832525799,3.058969134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,4.9,-0.033,-0.066666667,0,0,0
