Mnd,Ap,Hoyre,Frp,SV,SP,KrF,Venstre,MDG,Rodt,Andre,Ap_var,Hoyre_var,Frp_var,SV_var,SP_var,KrF_var,Venstre_var,MDG_var,Rodt_var,Andre_var,Ap_skandale,Hoyre_skandale,Frp_skandale,SV_skandale,Sp_skandale,KrF_skandale,Venstre_skandale,MDG_skandale,Rodt_skandale,Andre_skandale,AP_skandale_lag3,AP_skandale_lag6,Hoyre_skandale_lag3,Hoyre_skandale_lag6,Frp_skandale_lag3,Frp_skandale_lag6,SV_skandale_lag3,SV_skandale_lag6,Sp_skandale_lag3,Sp_skandale_lag6,KrF_skandale_lag3,KrF_skandale_lag6,Venstre_skandale_lag3,Venstre_skandale_lag6,MDG_skandale_lag3,MDG_skandale_lag6,Rodt_skandale_lag3,Rodt_skandale_lag6,Andre_skandale_lag3,Andre_skandale_lag6,Ap_reg,Hoyre_reg,Frp_reg,SV_reg,Sp_reg,KrF_reg,Venstre_reg,MDG_reg,Rodt_reg,Andre_reg,AP_reg_lag3,AP_reg_lag6,H_reg_lag3,H_reg_lag6,FRP_reg_lag3,FRP_reg_lag6,SV_reg_lag3,SV_reg_lag6,SP_reg_lag3,SP_reg_lag6,KRF_reg_lag3,KRF_reg_lag6,Venstre_reg_lag3,Venstre_reg_lag6,MDG_reg_lag3,MDG_reg_lag6,Rodt_reg_lag3,MDG_reg_lag6,Andre_reg_lag3,Andre_reg_lag6,ledighet,ledig_trend3,ledig_trend6,styringsrente,styringsrente_trend3,styringsrente_trend6
3/31/2021,24.4,24.3,9.3,7.8,16.2,3.7,3.5,4,3.6,3.2,25.01139798,23.64110685,10.12769999,7.610013368,15.55301024,3.756472043,3.51856687,4.062470067,3.40850258,3.276038409,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,4.9,-0.033,-0.066666667,0,0,0
4/30/2021,23.6,23.5,9.9,8,17.5,3.4,2.9,4.3,3.8,3,23.99241809,25.86364998,8.390903643,7.761185817,16.95182352,3.481585174,3.20209563,4.220893361,3.47183957,2.618206134,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,5,0.033,-0.033333333,0,0,0
5/31/2021,24,22.6,10.3,8,16.5,3.8,3.3,4.1,4.3,3,22.84764594,23.35257028,9.846451383,7.909100115,17.43148472,3.747456499,3.316874201,4.139014203,3.922052099,3.336388712,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,5,0.033,0,0,0,0
6/30/2021,24.5,21.6,10.2,7.8,17.5,3.3,2.9,4.1,5.2,3,24.24295917,22.39404543,10.40442075,7.72867883,16.47479481,3.694234824,3.273111466,4.249646305,4.417212285,3.09127079,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,5,0,0,0,0,0
7/31/2021,24.3,20,9.9,7.7,17.6,3.2,3.5,4.5,5.6,3.9,24.45663557,21.22217182,10.85593643,7.799394321,17.07257185,3.534875329,2.980589216,4.133887522,4.720685559,3.333764419,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,4.5,-0.167,-0.066666667,0,0,0
8/31/2021,24,20.1,10.3,8.8,14.1,3.6,4.1,5.5,5.2,4.4,24.23969559,20.4497095,9.21191705,8.256205436,16.79069491,3.622175799,3.505987333,4.738060033,5.23591541,3.965043534,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,4.2,-0.267,-0.116666667,0,0,0
9/30/2021,24.4,19.4,11.3,9.2,12.9,4,4.7,4.9,5.4,3.8,22.70203023,20.44436674,10.38807346,8.868701129,14.29804498,3.999217196,4.255403689,5.458446244,5.419484986,4.067640091,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,3.8,-0.233,-0.2,0.06,0.02,0.01
10/31/2021,26.6,20.7,11.1,8.7,13.3,3.5,4.6,3.7,4.9,3,24.7256019,19.28311419,12.36795876,9.1241783,13.00380388,3.62864915,4.706123372,4.670963817,5.243362766,3.358798267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,2,5,0,0,0,0,1,1,2,5,2,5,0,0,0,0,0,0,3.8,-0.133,-0.2,0.25,0.083333333,0.041666667
11/30/2021,26.1,21.3,11.2,8.8,12.7,3.2,4.7,3.9,5.4,2.9,26.64436941,21.71562956,11.1145475,8.727746624,13.73917555,3.288581879,4.450740016,3.577768593,4.37301667,2.403642031,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2,1,4,0,0,0,0,2,2,1,4,1,4,0,0,0,0,0,0,3.6,-0.067,-0.233333333,0.25,0.063333333,0.041666667
12/31/2021,23,24.2,11.7,9.5,10.9,3.2,5,3.4,5.9,3.4,24.74033406,22.53010074,11.00888615,9.256588009,12.01790915,3.503928707,4.577918956,3.703876143,5.581774416,3.109319416,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,3,0,3,0,0,0,0,3,3,0,3,0,3,0,0,0,0,0,0,3.5,-0.1,-0.166666667,0.36,0.036666667,0.06
1/31/2022,21.9,25.3,11.9,9.2,9.7,3.3,4.3,4,6.9,3.5,22.41164243,25.26634233,11.78058401,9.388224155,10.19458314,3.656802343,4.615273865,3.398684966,6.199752346,3.4046142,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,4,0,2,0,0,0,0,3,4,0,2,0,2,0,0,0,0,0,0,3.3,-0.1,-0.15,0.5,0.083333333,0.083333333
2/28/2022,21.9,25.5,11.5,9.2,8.3,3.2,4.4,3.1,9.1,3.7,21.22857811,25.18117804,12.76084839,9.369799436,9.21882933,3.342313086,4.583459277,3.798958803,7.298097254,3.332769796,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,5,0,1,0,0,0,0,3,5,0,1,0,1,0,0,0,0,0,0,3.2,-0.1,-0.1,0.5,0.046666667,0.073333333
3/31/2022,22.8,26.6,11.5,7.8,8.3,3.5,4.6,3.7,7.6,3.8,22.62296047,25.98006844,11.96280235,8.718611197,7.555623602,3.240436267,4.600177418,3.5188287,8.080255184,3.977627035,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,3.1,-0.067,-0.116666667,0.55,0.016666667,0.05
4/30/2022,23.6,27.5,12.5,8,7.3,3.3,4.8,3.4,6.1,3.5,22.11141268,27.31462241,11.91416538,7.915396024,8.832721856,3.342914749,4.646536092,3.461145816,7.028950781,3.535130659,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,3.1,-0.033,-0.083333333,0.75,0.083333333,0.083333333
5/31/2022,22.7,27.3,12.9,8.1,7.1,3.7,4.8,3.4,6.3,3.7,24.38552597,27.03617957,12.59870671,8.159663834,6.827813818,3.390872736,4.943271872,3.278023486,6.135929566,3.138580695,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,3.1,0,-0.066666667,0.75,0.066666667,0.065
6/30/2022,21.5,27.1,14.3,9.1,7.2,3.2,4.5,3.5,6,3.7,21.83818195,27.77564257,12.73839216,8.318882451,7.653150159,3.424861336,4.861855513,3.450249476,6.240683904,3.731807224,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,3.1,0,-0.033333333,0.87,0.04,0.061666667
7/31/2022,21.3,29.2,13.6,9.2,6.2,3.2,4.2,3.3,6.2,4,21.42756912,27.0530536,13.71377479,9.092597993,7.712417329,3.386706963,4.417817871,3.207681998,6.439338753,3.62023474,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,3.2,0.033,0,1.25,0.166666667,0.125
8/31/2022,20.6,28.7,13.8,8.6,6.4,3.7,4.3,3.6,6.7,3.9,19.81613257,30.40551372,13.56976121,8.848671646,6.449207794,3.158502259,4.285669986,3.198488808,6.976453495,3.678009011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,3.3,0.067,0.033333333,1.45,0.193333333,0.15
9/30/2022,20,28.8,14,8.1,5.9,3.5,4.7,3.5,7.5,4.2,20.31329075,27.8515122,14.06869802,8.8035676,7.012984316,3.442939908,4.526998304,3.462694054,6.86847058,3.973866837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,3.3,0.033,0.033333333,1.89,0.213333333,0.19
10/31/2022,19.6,29.2,13.5,9.1,6,3.5,4.2,3.8,6.6,4.6,20.30196982,29.09645278,13.89659331,7.934263359,5.789521193,3.406383948,4.446610934,3.882521686,7.101144693,4.466593381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,3.4,0.033,0.05,2.25,0.266666667,0.25
11/30/2022,18.1,30.9,13.4,8.5,5.2,3.6,4.5,3.8,6.7,5.1,20.17528959,29.15000066,13.74582284,8.693856622,5.875059349,3.607973727,4.518403433,3.572285522,6.203435679,4.471570547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,3.4,0.033,0.05,2.47,0.193333333,0.266666667
12/31/2022,17.8,32.4,12,9.3,5.4,3.2,4.7,3.7,7.1,4.4,18.23609538,30.83781775,13.51567655,8.740987024,5.333480789,3.35162674,4.443879819,3.996948596,6.734709985,4.83442812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,3.4,0,0.033333333,2.62,0.123333333,0.228333333
1/31/2023,19.1,30.9,12.9,8.6,6.1,3.2,4.3,3.6,6.3,5,17.16597651,32.41227098,12.14298935,9.260444956,5.903734975,3.518066875,4.732973776,3.697430032,6.562507694,4.687408282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,3.5,0.033,0.033333333,2.75,0.093333333,0.216666667
2/28/2023,18.5,31.7,12.7,8.6,5.7,3.6,4.4,3.4,6.7,4.8,18.78965882,30.66229614,13.22612947,8.775728316,6.051797027,3.370124622,4.374816411,3.390013491,6.852926304,4.70961161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,3.5,0.033,0.033333333,2.75,0.043333333,0.143333333
3/31/2023,17.1,32.5,12.1,9.1,6.1,3.8,4.8,3.4,6.1,4.9,17.9843332,32.18202897,11.94555167,8.905351222,5.748609912,3.504593372,4.487373393,3.77244655,6.353107778,4.99174946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,3.5,0,0.016666667,2.82,0.023333333,0.095
4/30/2023,18.2,31.5,12.2,8.6,5.7,3.7,4.9,3.9,5.9,5.5,17.56623972,32.05182254,12.4148298,8.671571967,6.506627285,3.542477151,4.58297175,3.240089347,6.239207938,5.067640717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,3.5,0,0.016666667,3,0.083333333,0.088333333
5/31/2023,18.7,31.7,12.1,8.5,6.2,4,4.5,3.7,5.8,4.9,18.01211757,31.58321436,12.26415036,9.008728402,5.711564113,3.654003253,4.637685852,3.78226553,6.224266291,5.11668745,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,3.6,0.033,0.033333333,3.21,0.13,0.098333333
6/30/2023,18.6,31.4,12.4,8.2,6.2,3.8,4.5,3.6,6.2,5.3,18.86045261,31.69756301,11.65558107,8.371971893,6.404795541,3.942450373,4.73772344,3.631560691,5.856605695,4.981729719,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,3.6,0.033,0.016666667,3.39,0.13,0.106666667
7/31/2023,19.7,29.8,14.2,7.4,7,3.5,4.8,3.4,5.4,5.2,18.58727416,30.99388908,12.93026149,8.061191362,6.378751041,3.652721047,4.32440135,3.79397784,6.215024039,5.356652531,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,3.6,0,0.016666667,3.75,0.18,0.166666667
8/31/2023,18.5,30.4,12.7,8.8,6.5,3.5,4.9,3.9,5,6,19.88317143,29.27300491,14.06775703,7.702282139,7.046835027,3.606680965,4.707105743,3.470502533,5.279196347,5.337479873,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,3.6,0,0.016666667,3.86,0.156666667,0.173333333
9/30/2023,19.7,28.2,12.9,8.7,6.3,3.6,5.4,4,5.1,5.7,17.80208593,30.83002106,12.19956752,8.833837253,6.223876803,3.941314411,5.011256864,3.88018184,5.395984146,5.855783741,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,3.6,0,0.016666667,4.07,0.106666667,0.178333333
10/31/2023,20.4,25.8,13,9.4,6.2,3.9,5.7,3.7,5.3,6.7,20.43499696,27.82459775,12.04499885,9.209666894,6.207394817,3.748468841,5.381819933,3.981235191,5.096579339,5.970840315,0,1,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,3.7,0.033,0.016666667,4.25,0.13,0.173333333
11/30/2023,19.3,26.3,13,9.9,5.7,4.1,6.2,4.1,5.2,6.5,19.04406466,26.39681495,13.47219792,9.176301251,6.628761588,4.096269334,5.568796094,3.836646221,5.490700922,6.197497332,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,3.7,0.033,0.016666667,4.25,0.06,0.143333333
12/31/2023,18.9,25.6,13.4,10.9,6.8,3.8,5.4,3.6,5.4,6.3,18.40214361,27.13797968,12.59624532,10.23705769,6.113994416,4.068326007,5.97838548,3.904986758,4.929992235,6.484597856,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,3.8,0.033,0.033333333,4.37,0.04,0.103333333
1/31/2024,19.3,25.8,13.1,10.6,6.8,4,5.9,3.4,5.2,6,19.35730854,25.66473336,13.31711741,10.54857449,6.380746845,3.889941273,5.866524047,3.329147205,5.511765459,6.130569504,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,3.9,0.067,0.05,4.5,0.083333333,0.106666667
2/29/2024,19,27.7,13.8,9.9,6.2,4,5.8,3.6,5.2,4.6,19.29135607,26.45443074,12.65272958,10.25470112,7.373518185,3.717461158,5.690189456,3.557352862,5.26620356,5.712920188,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,3.9,0.033,0.05,4.5,0.043333333,0.071666667
3/31/2024,18.2,26.5,14.8,9.9,6.5,3.8,5.9,4,5.8,4.6,19.06084261,27.2799428,14.11593791,9.894003246,6.375153614,3.788113807,5.619107785,3.417230818,5.515111196,4.869698997,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,4,0.033,0.05,4.5,0,0.041666667
4/30/2024,19.5,26.4,15.2,10,6.2,3.8,5.5,3.6,5.5,4.2,18.70409189,26.02540799,15.43987553,10.12653729,5.826287004,3.938071625,5.64120958,3.751818748,5.938187935,4.651170604,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,4,0.033,0.05,4.5,0,0.041666667
5/31/2024,19.9,25.2,17.1,9.3,6.1,4.1,5.9,3.7,5,3.8,20.46417056,26.71589162,15.22549273,9.798046007,5.738428541,3.745567514,5.474177638,3.432419517,5.345150822,3.986919724,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,4,0,0.033333333,4.5,0,0.021666667
6/30/2024,19.7,24.2,17.2,9.7,6.3,3.5,5.9,3.4,6.6,3.5,19.46124841,25.01429125,17.95100437,9.438448122,5.928097,3.723371921,5.807493535,3.385300281,5.598997316,3.664173856,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,4,0,0.016666667,4.5,0,0
7/31/2024,21.1,24.9,16.5,9.5,4.7,3.9,5.6,3.7,5.4,4.7,20.26147037,24.33728495,17.03371476,9.822551055,5.53205308,3.679134885,5.804350323,3.60991485,5.920038439,4.011634559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,4,0,0.016666667,4.5,0,0
8/31/2024,20.7,25.2,16.4,9.1,6.2,3.9,5.2,3.6,5.7,4.2,21.0067642,25.5920275,15.65560714,9.493950382,4.817890598,4.072784694,5.853634371,3.460517656,5.74049705,4.263448137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,4,0,0,4.5,0,0
9/30/2024,20.6,24.6,18.9,9,6,2.9,5.1,3.3,5.6,3.9,20.66684718,25.18568496,16.9759072,9.033920791,5.870435841,3.593324681,5.34845571,3.611968575,5.778006176,4.137706823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,4,0,0,4.5,0,0
10/31/2024,19.9,23.4,20.3,8.8,5.8,3.3,5.5,3.5,5.9,3.7,20.76680493,23.90060692,18.10281585,8.766240197,6.335469864,3.431756119,5.326498919,3.769180811,5.476148628,4.216952117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,4,0,0,4.5,0,0
11/30/2024,18.7,22.4,22,9,6.6,3.1,5.1,3.4,5.9,3.8,19.13340337,23.48913418,20.77265646,9.080588357,5.857174577,3.215431163,5.334225366,3.492581083,5.851031661,3.942052627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,4.1,0.033,0.016666667,4.5,0,0
12/31/2024,17.2,21.2,25.4,9.4,5.3,3.9,5.3,3.1,5.8,3.5,19.40035172,21.77231799,22.0489087,9.197820797,6.119425133,3.338340102,5.168389116,3.232334286,5.947230317,3.791133176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,4.1,0.033,0.016666667,4.5,0,0
1/31/2025,19.1,22.2,24.1,8,5.9,3.4,4.5,3.3,5.6,3.9,17.7049888,21.909797,25.27049967,8.943620915,5.348428099,3.231246917,5.211091267,3.139202945,5.670655596,3.288060964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,4.1,0,0.016666667,4.5,0,0
2/28/2025,24.8,18.4,24.6,7.4,6.6,3,4.2,2.4,5.4,3.2,19.66480134,21.52981463,23.83313252,8.006236499,6.474789609,3.124925305,4.948923434,3.03165511,5.662676344,3.871560149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,4.1,0,0.016666667,4.5,0,0
3/31/2025,28.1,18.8,22.7,7.2,4.9,3.1,4.3,2.7,4.6,3.4,26.54079732,18.14990303,23.598259,7.180187925,5.979398427,3.231836736,4.444758019,2.543152992,4.937032797,3.516005961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,-0.033,0,4.5,0,0
4/30/2025,28.1,19.8,20,6.3,6.7,3.3,3.9,3.1,4.8,3.9,27.56714717,19.87158234,21.50144842,6.802077843,5.314314523,3.383189109,4.297188631,3.032261212,4.559536594,3.607390676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,-0.033,-0.016666667,4.2,-0.1,-0.05
5/31/2005,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,-0.016666667,4.2,-0.1,-0.05
6/30/2025,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-0.016666667,4.2,0,-0.05
7/31/2025,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-0.016666667,4,-0.066666667,-0.083333333
8/31/2025,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,-0.066666667,-0.083333333
9/30/2025,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,-0.033333333
