Mnd;Ap;Hoyre;Frp;SV;Sp;KrF;Venstre;MDG;Rodt;Andre;Ap_lag1;Ap_lag3;Ap_lag6;Hoyre_lag1;Hoyre_lag3;Hoyre_lag6;Frp_lag1;Frp_lag3;Frp_lag6;SV_lag1;SV_lag3;SV_lag6;Sp_lag1;Sp_lag3;Sp_lag6;KrF_lag1;KrF_lag3;KrF_lag6;Venstre_lag1;Venstre_lag3;Venstre_lag6;MDG_lag1;MDG_lag3;MDG_lag6;Rodt_lag1;Rodt_lag3;Rodt_lag6;Andre_lag1;Andre_lag3;Andre_lag6
2019-07-31;25.0;21.6;8.2;7.7;14.2;3.9;4.0;5.2;5.0;5.5;25.3;26.2;28.3;22.0;22.5;24.2;10.4;10.6;12.3;6.8;7.5;7.4;14.7;15.9;11.9;3.2;3.5;3.5;2.7;2.9;3.3;5.4;3.9;3.1;5.6;4.5;4.0;3.9;2.6;1.4
2019-08-31;24.0;22.3;10.2;7.2;15.2;3.7;2.9;5.9;5.1;3.7;25.0;26.0;28.0;21.6;21.7;22.9;8.2;12.2;11.3;7.7;7.1;7.7;14.2;14.5;13.2;3.9;3.4;3.5;4.0;2.8;2.6;5.2;4.2;3.4;5.0;5.1;5.5;5.5;3.1;2.0
2019-09-30;23.0;21.3;11.5;7.6;16.3;3.6;3.0;6.7;4.1;3.1;24.0;25.3;26.7;22.3;22.0;24.3;10.2;10.4;11.3;7.2;6.8;7.5;15.2;14.7;13.7;3.7;3.2;3.4;2.9;2.7;2.2;5.9;5.4;4.0;5.1;5.6;5.0;3.7;3.9;1.9
2019-10-31;23.6;21.0;9.8;7.3;17.3;3.6;3.4;6.7;4.6;2.7;23.0;25.0;26.2;21.3;21.6;22.5;11.5;8.2;10.6;7.6;7.7;7.5;16.3;14.2;15.9;3.6;3.9;3.5;3.0;4.0;2.9;6.7;5.2;3.9;4.1;5.0;4.5;3.1;5.5;2.6
2019-11-30;22.5;21.0;9.8;7.3;19.2;3.3;3.2;6.3;4.9;2.6;23.6;24.0;26.0;21.0;22.3;21.7;9.8;10.2;12.2;7.3;7.2;7.1;17.3;15.2;14.5;3.6;3.7;3.4;3.4;2.9;2.8;6.7;5.9;4.2;4.6;5.1;5.1;2.7;3.7;3.1
2019-12-31;23.2;21.2;10.7;7.6;17.8;3.4;3.1;5.6;5.1;2.4;22.5;23.0;25.3;21.0;21.3;22.0;9.8;11.5;10.4;7.3;7.6;6.8;19.2;16.3;14.7;3.3;3.6;3.2;3.2;3.0;2.7;6.3;6.7;5.4;4.9;4.1;5.6;2.6;3.1;3.9
2020-01-31;25.5;20.5;12.8;7.2;15.9;3.5;2.7;5.1;4.6;2.2;23.2;23.6;25.0;21.2;21.0;21.6;10.7;9.8;8.2;7.6;7.3;7.7;17.8;17.3;14.2;3.4;3.6;3.9;3.1;3.4;4.0;5.6;6.7;5.2;5.1;4.6;5.0;2.4;2.7;5.5
2020-02-29;24.1;19.0;15.0;6.9;15.2;4.0;3.8;5.5;4.4;1.9;25.5;22.5;24.0;20.5;21.0;22.3;12.8;9.8;10.2;7.2;7.3;7.2;15.9;19.2;15.2;3.5;3.3;3.7;2.7;3.2;2.9;5.1;6.3;5.9;4.6;4.9;5.1;2.2;2.6;3.7
2020-03-31;24.6;20.5;12.9;7.7;16.6;3.3;3.1;5.4;4.3;1.7;24.1;23.2;23.0;19.0;21.2;21.3;15.0;10.7;11.5;6.9;7.6;7.6;15.2;17.8;16.3;4.0;3.4;3.6;3.8;3.1;3.0;5.5;5.6;6.7;4.4;5.1;4.1;1.9;2.4;3.1
2020-04-30;24.9;26.0;11.5;7.3;14.4;3.6;3.0;4.5;3.6;1.3;24.6;25.5;23.6;20.5;20.5;21.0;12.9;12.8;9.8;7.7;7.2;7.3;16.6;15.9;17.3;3.3;3.5;3.6;3.1;2.7;3.4;5.4;5.1;6.7;4.3;4.6;4.6;1.7;2.2;2.7
2020-05-31;25.9;26.7;9.9;6.7;14.0;3.4;3.1;5.0;4.0;1.5;24.9;24.1;22.5;26.0;19.0;21.0;11.5;15.0;9.8;7.3;6.9;7.3;14.4;15.2;19.2;3.6;4.0;3.3;3.0;3.8;3.2;4.5;5.5;6.3;3.6;4.4;4.9;1.3;1.9;2.6
2020-06-30;24.2;25.0;11.6;7.2;14.1;3.6;3.0;5.2;4.6;1.7;25.9;24.6;23.2;26.7;20.5;21.2;9.9;12.9;10.7;6.7;7.7;7.6;14.0;16.6;17.8;3.4;3.3;3.4;3.1;3.1;3.1;5.0;5.4;5.6;4.0;4.3;5.1;1.5;1.7;2.4
2020-07-31;24.1;25.8;10.6;7.5;13.2;3.9;3.2;5.1;5.0;1.8;24.2;24.9;25.5;25.0;26.0;20.5;11.6;11.5;12.8;7.2;7.3;7.2;14.1;14.4;15.9;3.6;3.6;3.5;3.0;3.0;2.7;5.2;4.5;5.1;4.6;3.6;4.6;1.7;1.3;2.2
2020-08-31;24.4;25.4;11.0;7.3;14.0;3.8;2.9;5.1;4.3;1.8;24.1;25.9;24.1;25.8;26.7;19.0;10.6;9.9;15.0;7.5;6.7;6.9;13.2;14.0;15.2;3.9;3.4;4.0;3.2;3.1;3.8;5.1;5.0;5.5;5.0;4.0;4.4;1.8;1.5;1.9
2020-09-30;22.9;24.7;12.6;7.8;14.1;3.7;3.2;4.7;4.1;2.2;24.4;24.2;24.6;25.4;25.0;20.5;11.0;11.6;12.9;7.3;7.2;7.7;14.0;14.1;16.6;3.8;3.6;3.3;2.9;3.0;3.1;5.1;5.2;5.4;4.3;4.6;4.3;1.8;1.7;1.7
2020-10-31;21.4;24.5;12.7;7.0;16.3;3.6;3.5;4.4;4.4;2.1;22.9;24.1;24.9;24.7;25.8;26.0;12.6;10.6;11.5;7.8;7.5;7.3;14.1;13.2;14.4;3.7;3.9;3.6;3.2;3.2;3.0;4.7;5.1;4.5;4.1;5.0;3.6;2.2;1.8;1.3
2020-11-30;21.5;23.2;12.1;7.2;18.6;3.3;3.4;4.3;4.1;2.3;21.4;24.4;25.9;24.5;25.4;26.7;12.7;11.0;9.9;7.0;7.3;6.7;16.3;14.0;14.0;3.6;3.8;3.4;3.5;2.9;3.1;4.4;5.1;5.0;4.4;4.3;4.0;2.1;1.8;1.5
2020-12-31;21.2;22.3;11.0;7.5;21.0;3.4;3.3;4.1;4.1;2.0;21.5;22.9;24.2;23.2;24.7;25.0;12.1;12.6;11.6;7.2;7.8;7.2;18.6;14.1;14.1;3.3;3.7;3.6;3.4;3.2;3.0;4.3;4.7;5.2;4.1;4.1;4.6;2.3;2.2;1.7
2021-01-31;26.4;24.7;9.0;7.1;14.7;3.7;3.4;4.1;3.3;3.5;21.2;21.4;24.1;22.3;24.5;25.8;11.0;12.7;10.6;7.5;7.0;7.5;21.0;16.3;13.2;3.4;3.6;3.9;3.3;3.5;3.2;4.1;4.4;5.1;4.1;4.4;5.0;2.0;2.1;1.8
2021-02-28;25.4;24.6;9.3;7.4;15.2;3.9;3.3;4.3;3.5;3.1;26.4;21.5;24.4;24.7;23.2;25.4;9.0;12.1;11.0;7.1;7.2;7.3;14.7;18.6;14.0;3.7;3.3;3.8;3.4;3.4;2.9;4.1;4.3;5.1;3.3;4.1;4.3;3.5;2.3;1.8
2021-03-31;24.4;24.3;9.3;7.8;16.2;3.7;3.5;4.0;3.6;3.2;25.4;21.2;22.9;24.6;22.3;24.7;9.3;11.0;12.6;7.4;7.5;7.8;15.2;21.0;14.1;3.9;3.4;3.7;3.3;3.3;3.2;4.3;4.1;4.7;3.5;4.1;4.1;3.1;2.0;2.2
2021-04-30;23.6;23.5;9.9;8.0;17.5;3.4;2.9;4.3;3.8;3.0;24.4;26.4;21.4;24.3;24.7;24.5;9.3;9.0;12.7;7.8;7.1;7.0;16.2;14.7;16.3;3.7;3.7;3.6;3.5;3.4;3.5;4.0;4.1;4.4;3.6;3.3;4.4;3.2;3.5;2.1
2021-05-31;24.0;22.6;10.3;8.0;16.5;3.8;3.3;4.1;4.3;3.0;23.6;25.4;21.5;23.5;24.6;23.2;9.9;9.3;12.1;8.0;7.4;7.2;17.5;15.2;18.6;3.4;3.9;3.3;2.9;3.3;3.4;4.3;4.3;4.3;3.8;3.5;4.1;3.0;3.1;2.3
2021-06-30;24.5;21.6;10.2;7.8;17.5;3.3;2.9;4.1;5.2;3.0;24.0;24.4;21.2;22.6;24.3;22.3;10.3;9.3;11.0;8.0;7.8;7.5;16.5;16.2;21.0;3.8;3.7;3.4;3.3;3.5;3.3;4.1;4.0;4.1;4.3;3.6;4.1;3.0;3.2;2.0
2021-07-31;24.3;20.0;9.9;7.7;17.6;3.2;3.5;4.5;5.6;3.9;24.5;23.6;26.4;21.6;23.5;24.7;10.2;9.9;9.0;7.8;8.0;7.1;17.5;17.5;14.7;3.3;3.4;3.7;2.9;2.9;3.4;4.1;4.3;4.1;5.2;3.8;3.3;3.0;3.0;3.5
2021-08-31;24.0;20.1;10.3;8.8;14.1;3.6;4.1;5.5;5.2;4.4;24.3;24.0;25.4;20.0;22.6;24.6;9.9;10.3;9.3;7.7;8.0;7.4;17.6;16.5;15.2;3.2;3.8;3.9;3.5;3.3;3.3;4.5;4.1;4.3;5.6;4.3;3.5;3.9;3.0;3.1
2021-09-30;24.4;19.4;11.3;9.2;12.9;4.0;4.7;4.9;5.4;3.8;24.0;24.5;24.4;20.1;21.6;24.3;10.3;10.2;9.3;8.8;7.8;7.8;14.1;17.5;16.2;3.6;3.3;3.7;4.1;2.9;3.5;5.5;4.1;4.0;5.2;5.2;3.6;4.4;3.0;3.2
2021-10-31;26.6;20.7;11.1;8.7;13.3;3.5;4.6;3.7;4.9;3.0;24.4;24.3;23.6;19.4;20.0;23.5;11.3;9.9;9.9;9.2;7.7;8.0;12.9;17.6;17.5;4.0;3.2;3.4;4.7;3.5;2.9;4.9;4.5;4.3;5.4;5.6;3.8;3.8;3.9;3.0
2021-11-30;26.1;21.3;11.2;8.8;12.7;3.2;4.7;3.9;5.4;2.9;26.6;24.0;24.0;20.7;20.1;22.6;11.1;10.3;10.3;8.7;8.8;8.0;13.3;14.1;16.5;3.5;3.6;3.8;4.6;4.1;3.3;3.7;5.5;4.1;4.9;5.2;4.3;3.0;4.4;3.0
2021-12-31;23.0;24.2;11.7;9.5;10.9;3.2;5.0;3.4;5.9;3.4;26.1;24.4;24.5;21.3;19.4;21.6;11.2;11.3;10.2;8.8;9.2;7.8;12.7;12.9;17.5;3.2;4.0;3.3;4.7;4.7;2.9;3.9;4.9;4.1;5.4;5.4;5.2;2.9;3.8;3.0
2022-01-31;21.9;25.3;11.9;9.2;9.7;3.3;4.3;4.0;6.9;3.5;23.0;26.6;24.3;24.2;20.7;20.0;11.7;11.1;9.9;9.5;8.7;7.7;10.9;13.3;17.6;3.2;3.5;3.2;5.0;4.6;3.5;3.4;3.7;4.5;5.9;4.9;5.6;3.4;3.0;3.9
2022-02-28;21.9;25.5;11.5;9.2;8.3;3.2;4.4;3.1;9.1;3.7;21.9;26.1;24.0;25.3;21.3;20.1;11.9;11.2;10.3;9.2;8.8;8.8;9.7;12.7;14.1;3.3;3.2;3.6;4.3;4.7;4.1;4.0;3.9;5.5;6.9;5.4;5.2;3.5;2.9;4.4
2022-03-31;22.8;26.6;11.5;7.8;8.3;3.5;4.6;3.7;7.6;3.8;21.9;23.0;24.4;25.5;24.2;19.4;11.5;11.7;11.3;9.2;9.5;9.2;8.3;10.9;12.9;3.2;3.2;4.0;4.4;5.0;4.7;3.1;3.4;4.9;9.1;5.9;5.4;3.7;3.4;3.8
2022-04-30;23.6;27.5;12.5;8.0;7.3;3.3;4.8;3.4;6.1;3.5;22.8;21.9;26.6;26.6;25.3;20.7;11.5;11.9;11.1;7.8;9.2;8.7;8.3;9.7;13.3;3.5;3.3;3.5;4.6;4.3;4.6;3.7;4.0;3.7;7.6;6.9;4.9;3.8;3.5;3.0
2022-05-31;22.7;27.3;12.9;8.1;7.1;3.7;4.8;3.4;6.3;3.7;23.6;21.9;26.1;27.5;25.5;21.3;12.5;11.5;11.2;8.0;9.2;8.8;7.3;8.3;12.7;3.3;3.2;3.2;4.8;4.4;4.7;3.4;3.1;3.9;6.1;9.1;5.4;3.5;3.7;2.9
2022-06-30;21.5;27.1;14.3;9.1;7.2;3.2;4.5;3.5;6.0;3.7;22.7;22.8;23.0;27.3;26.6;24.2;12.9;11.5;11.7;8.1;7.8;9.5;7.1;8.3;10.9;3.7;3.5;3.2;4.8;4.6;5.0;3.4;3.7;3.4;6.3;7.6;5.9;3.7;3.8;3.4
2022-07-31;21.3;29.2;13.6;9.2;6.2;3.2;4.2;3.3;6.2;4.0;21.5;23.6;21.9;27.1;27.5;25.3;14.3;12.5;11.9;9.1;8.0;9.2;7.2;7.3;9.7;3.2;3.3;3.3;4.5;4.8;4.3;3.5;3.4;4.0;6.0;6.1;6.9;3.7;3.5;3.5
2022-08-31;20.6;28.7;13.8;8.6;6.4;3.7;4.3;3.6;6.7;3.9;21.3;22.7;21.9;29.2;27.3;25.5;13.6;12.9;11.5;9.2;8.1;9.2;6.2;7.1;8.3;3.2;3.7;3.2;4.2;4.8;4.4;3.3;3.4;3.1;6.2;6.3;9.1;4.0;3.7;3.7
2022-09-30;20.0;28.8;14.0;8.1;5.9;3.5;4.7;3.5;7.5;4.2;20.6;21.5;22.8;28.7;27.1;26.6;13.8;14.3;11.5;8.6;9.1;7.8;6.4;7.2;8.3;3.7;3.2;3.5;4.3;4.5;4.6;3.6;3.5;3.7;6.7;6.0;7.6;3.9;3.7;3.8
2022-10-31;19.6;29.2;13.5;9.1;6.0;3.5;4.2;3.8;6.6;4.6;20.0;21.3;23.6;28.8;29.2;27.5;14.0;13.6;12.5;8.1;9.2;8.0;5.9;6.2;7.3;3.5;3.2;3.3;4.7;4.2;4.8;3.5;3.3;3.4;7.5;6.2;6.1;4.2;4.0;3.5
2022-11-30;18.1;30.9;13.4;8.5;5.2;3.6;4.5;3.8;6.7;5.1;19.6;20.6;22.7;29.2;28.7;27.3;13.5;13.8;12.9;9.1;8.6;8.1;6.0;6.4;7.1;3.5;3.7;3.7;4.2;4.3;4.8;3.8;3.6;3.4;6.6;6.7;6.3;4.6;3.9;3.7
2022-12-31;17.8;32.4;12.0;9.3;5.4;3.2;4.7;3.7;7.1;4.4;18.1;20.0;21.5;30.9;28.8;27.1;13.4;14.0;14.3;8.5;8.1;9.1;5.2;5.9;7.2;3.6;3.5;3.2;4.5;4.7;4.5;3.8;3.5;3.5;6.7;7.5;6.0;5.1;4.2;3.7
2023-01-31;19.1;30.9;12.9;8.6;6.1;3.2;4.3;3.6;6.3;5.0;17.8;19.6;21.3;32.4;29.2;29.2;12.0;13.5;13.6;9.3;9.1;9.2;5.4;6.0;6.2;3.2;3.5;3.2;4.7;4.2;4.2;3.7;3.8;3.3;7.1;6.6;6.2;4.4;4.6;4.0
2023-02-28;18.5;31.7;12.7;8.6;5.7;3.6;4.4;3.4;6.7;4.8;19.1;18.1;20.6;30.9;30.9;28.7;12.9;13.4;13.8;8.6;8.5;8.6;6.1;5.2;6.4;3.2;3.6;3.7;4.3;4.5;4.3;3.6;3.8;3.6;6.3;6.7;6.7;5.0;5.1;3.9
2023-03-31;17.1;32.5;12.1;9.1;6.1;3.8;4.8;3.4;6.1;4.9;18.5;17.8;20.0;31.7;32.4;28.8;12.7;12.0;14.0;8.6;9.3;8.1;5.7;5.4;5.9;3.6;3.2;3.5;4.4;4.7;4.7;3.4;3.7;3.5;6.7;7.1;7.5;4.8;4.4;4.2
2023-04-30;18.2;31.5;12.2;8.6;5.7;3.7;4.9;3.9;5.9;5.5;17.1;19.1;19.6;32.5;30.9;29.2;12.1;12.9;13.5;9.1;8.6;9.1;6.1;6.1;6.0;3.8;3.2;3.5;4.8;4.3;4.2;3.4;3.6;3.8;6.1;6.3;6.6;4.9;5.0;4.6
2023-05-31;18.7;31.7;12.1;8.5;6.2;4.0;4.5;3.7;5.8;4.9;18.2;18.5;18.1;31.5;31.7;30.9;12.2;12.7;13.4;8.6;8.6;8.5;5.7;5.7;5.2;3.7;3.6;3.6;4.9;4.4;4.5;3.9;3.4;3.8;5.9;6.7;6.7;5.5;4.8;5.1
2023-06-30;18.6;31.4;12.4;8.2;6.2;3.8;4.5;3.6;6.2;5.3;18.7;17.1;17.8;31.7;32.5;32.4;12.1;12.1;12.0;8.5;9.1;9.3;6.2;6.1;5.4;4.0;3.8;3.2;4.5;4.8;4.7;3.7;3.4;3.7;5.8;6.1;7.1;4.9;4.9;4.4
2023-07-31;19.7;29.8;14.2;7.4;7.0;3.5;4.8;3.4;5.4;5.2;18.6;18.2;19.1;31.4;31.5;30.9;12.4;12.2;12.9;8.2;8.6;8.6;6.2;5.7;6.1;3.8;3.7;3.2;4.5;4.9;4.3;3.6;3.9;3.6;6.2;5.9;6.3;5.3;5.5;5.0
2023-08-31;18.5;30.4;12.7;8.8;6.5;3.5;4.9;3.9;5.0;6.0;19.7;18.7;18.5;29.8;31.7;31.7;14.2;12.1;12.7;7.4;8.5;8.6;7.0;6.2;5.7;3.5;4.0;3.6;4.8;4.5;4.4;3.4;3.7;3.4;5.4;5.8;6.7;5.2;4.9;4.8
2023-09-30;19.7;28.2;12.9;8.7;6.3;3.6;5.4;4.0;5.1;5.7;18.5;18.6;17.1;30.4;31.4;32.5;12.7;12.4;12.1;8.8;8.2;9.1;6.5;6.2;6.1;3.5;3.8;3.8;4.9;4.5;4.8;3.9;3.6;3.4;5.0;6.2;6.1;6.0;5.3;4.9
2023-10-31;20.4;25.8;13.0;9.4;6.2;3.9;5.7;3.7;5.3;6.7;19.7;19.7;18.2;28.2;29.8;31.5;12.9;14.2;12.2;8.7;7.4;8.6;6.3;7.0;5.7;3.6;3.5;3.7;5.4;4.8;4.9;4.0;3.4;3.9;5.1;5.4;5.9;5.7;5.2;5.5
2023-11-30;19.3;26.3;13.0;9.9;5.7;4.1;6.2;4.1;5.2;6.5;20.4;18.5;18.7;25.8;30.4;31.7;13.0;12.7;12.1;9.4;8.8;8.5;6.2;6.5;6.2;3.9;3.5;4.0;5.7;4.9;4.5;3.7;3.9;3.7;5.3;5.0;5.8;6.7;6.0;4.9
2023-12-31;18.9;25.6;13.4;10.9;6.8;3.8;5.4;3.6;5.4;6.3;19.3;19.7;18.6;26.3;28.2;31.4;13.0;12.9;12.4;9.9;8.7;8.2;5.7;6.3;6.2;4.1;3.6;3.8;6.2;5.4;4.5;4.1;4.0;3.6;5.2;5.1;6.2;6.5;5.7;5.3
2024-01-31;19.3;25.8;13.1;10.6;6.8;4.0;5.9;3.4;5.2;6.0;18.9;20.4;19.7;25.6;25.8;29.8;13.4;13.0;14.2;10.9;9.4;7.4;6.8;6.2;7.0;3.8;3.9;3.5;5.4;5.7;4.8;3.6;3.7;3.4;5.4;5.3;5.4;6.3;6.7;5.2
2024-02-29;19.0;27.7;13.8;9.9;6.2;4.0;5.8;3.6;5.2;4.6;19.3;19.3;18.5;25.8;26.3;30.4;13.1;13.0;12.7;10.6;9.9;8.8;6.8;5.7;6.5;4.0;4.1;3.5;5.9;6.2;4.9;3.4;4.1;3.9;5.2;5.2;5.0;6.0;6.5;6.0
2024-03-31;18.2;26.5;14.8;9.9;6.5;3.8;5.9;4.0;5.8;4.6;19.0;18.9;19.7;27.7;25.6;28.2;13.8;13.4;12.9;9.9;10.9;8.7;6.2;6.8;6.3;4.0;3.8;3.6;5.8;5.4;5.4;3.6;3.6;4.0;5.2;5.4;5.1;4.6;6.3;5.7
2024-04-30;19.5;26.4;15.2;10.0;6.2;3.8;5.5;3.6;5.5;4.2;18.2;19.3;20.4;26.5;25.8;25.8;14.8;13.1;13.0;9.9;10.6;9.4;6.5;6.8;6.2;3.8;4.0;3.9;5.9;5.9;5.7;4.0;3.4;3.7;5.8;5.2;5.3;4.6;6.0;6.7
2024-05-31;19.9;25.2;17.1;9.3;6.1;4.1;5.9;3.7;5.0;3.8;19.5;19.0;19.3;26.4;27.7;26.3;15.2;13.8;13.0;10.0;9.9;9.9;6.2;6.2;5.7;3.8;4.0;4.1;5.5;5.8;6.2;3.6;3.6;4.1;5.5;5.2;5.2;4.2;4.6;6.5
2024-06-30;19.7;24.2;17.2;9.7;6.3;3.5;5.9;3.4;6.6;3.5;19.9;18.2;18.9;25.2;26.5;25.6;17.1;14.8;13.4;9.3;9.9;10.9;6.1;6.5;6.8;4.1;3.8;3.8;5.9;5.9;5.4;3.7;4.0;3.6;5.0;5.8;5.4;3.8;4.6;6.3
2024-07-31;21.1;24.9;16.5;9.5;4.7;3.9;5.6;3.7;5.4;4.7;19.7;19.5;19.3;24.2;26.4;25.8;17.2;15.2;13.1;9.7;10.0;10.6;6.3;6.2;6.8;3.5;3.8;4.0;5.9;5.5;5.9;3.4;3.6;3.4;6.6;5.5;5.2;3.5;4.2;6.0
2024-08-31;20.7;25.2;16.4;9.1;6.2;3.9;5.2;3.6;5.7;4.2;21.1;19.9;19.0;24.9;25.2;27.7;16.5;17.1;13.8;9.5;9.3;9.9;4.7;6.1;6.2;3.9;4.1;4.0;5.6;5.9;5.8;3.7;3.7;3.6;5.4;5.0;5.2;4.7;3.8;4.6
2024-09-30;20.6;24.6;18.9;9.0;6.0;2.9;5.1;3.3;5.6;3.9;20.7;19.7;18.2;25.2;24.2;26.5;16.4;17.2;14.8;9.1;9.7;9.9;6.2;6.3;6.5;3.9;3.5;3.8;5.2;5.9;5.9;3.6;3.4;4.0;5.7;6.6;5.8;4.2;3.5;4.6
2024-10-31;19.9;23.4;20.3;8.8;5.8;3.3;5.5;3.5;5.9;3.7;20.6;21.1;19.5;24.6;24.9;26.4;18.9;16.5;15.2;9.0;9.5;10.0;6.0;4.7;6.2;2.9;3.9;3.8;5.1;5.6;5.5;3.3;3.7;3.6;5.6;5.4;5.5;3.9;4.7;4.2
2024-11-30;18.7;22.4;22.0;9.0;6.6;3.1;5.1;3.4;5.9;3.8;19.9;20.7;19.9;23.4;25.2;25.2;20.3;16.4;17.1;8.8;9.1;9.3;5.8;6.2;6.1;3.3;3.9;4.1;5.5;5.2;5.9;3.5;3.6;3.7;5.9;5.7;5.0;3.7;4.2;3.8
2024-12-31;17.2;21.2;25.4;9.4;5.3;3.9;5.3;3.1;5.8;3.5;18.7;20.6;19.7;22.4;24.6;24.2;22.0;18.9;17.2;9.0;9.0;9.7;6.6;6.0;6.3;3.1;2.9;3.5;5.1;5.1;5.9;3.4;3.3;3.4;5.9;5.6;6.6;3.8;3.9;3.5
2025-01-31;19.1;22.2;24.1;8.0;5.9;3.4;4.5;3.3;5.6;3.9;17.2;19.9;21.1;21.2;23.4;24.9;25.4;20.3;16.5;9.4;8.8;9.5;5.3;5.8;4.7;3.9;3.3;3.9;5.3;5.5;5.6;3.1;3.5;3.7;5.8;5.9;5.4;3.5;3.7;4.7
2025-02-28;24.8;18.4;24.6;7.4;6.6;3.0;4.2;2.4;5.4;3.2;19.1;18.7;20.7;22.2;22.4;25.2;24.1;22.0;16.4;8.0;9.0;9.1;5.9;6.6;6.2;3.4;3.1;3.9;4.5;5.1;5.2;3.3;3.4;3.6;5.6;5.9;5.7;3.9;3.8;4.2
2025-03-31;28.1;18.8;22.7;7.2;4.9;3.1;4.3;2.7;4.6;3.4;24.8;17.2;20.6;18.4;21.2;24.6;24.6;25.4;18.9;7.4;9.4;9.0;6.6;5.3;6.0;3.0;3.9;2.9;4.2;5.3;5.1;2.4;3.1;3.3;5.4;5.8;5.6;3.2;3.5;3.9
2025-04-30;28.1;19.8;20.0;6.3;6.7;3.3;3.9;3.1;4.8;3.9;28.1;19.1;19.9;18.8;22.2;23.4;22.7;24.1;20.3;7.2;8.0;8.8;4.9;5.9;5.8;3.1;3.4;3.3;4.3;4.5;5.5;2.7;3.3;3.5;4.6;5.6;5.9;3.4;3.9;3.7
