Oppslutning i prosent. Antall mandater i parentes.,Year,Month
"1,4 (0)",2019,3
"3,1 (0)",2019,3
"0,8 (0)",2019,3
"1,8 (0)",2019,3
"2,7 (0)",2019,3
"1,7 (0)",2019,3
"1,5 (0)",2019,3
Andre,2019,4
"3,2 (0)",2019,4
"2,4 (0)",2019,4
"2,5 (0)",2019,4
"2,5 (0)",2019,4
"2,8 (0)",2019,4
"2,2 (0)",2019,4
"2,4 (0)",2019,4
Andre,2019,5
"4,8 (0)",2019,5
"5,0 (0)",2019,5
"2,9 (0)",2019,5
"2,4 (0)",2019,5
"2,8 (0)",2019,5
"2,3 (0)",2019,5
"3,3 (0)",2019,5
"2,0 (0)",2019,5
"2,3 (0)",2019,5
Andre,2019,6
"6,0 (0)",2019,6
"2,9 (0)",2019,6
"4,1 (0)",2019,6
"5,6 (3)",2019,6
"2,3 (2)",2019,6
"4,2 (0)",2019,6
"2,4 (0)",2019,6
"4,0 (0)",2019,6
Andre,2019,7
"4,9 (2)",2019,7
"6,0 (0)",2019,7
Andre,2019,8
"2,8 (0)",2019,8
"3,8 (0)",2019,8
"4,5 (0)",2019,8
"3,1 (0)",2019,8
"3,5 (0)",2019,8
"4,1 (0)",2019,8
"3,7 (3)",2019,8
"3,8 (0)",2019,8
Andre,2019,9
"2,8 (0)",2019,9
"2,4 (0)",2019,9
"3,6 (0)",2019,9
"3,1 (0)",2019,9
"2,6 (0)",2019,9
"4,1 (0)",2019,9
Andre,2019,10
"2,0 (0)",2019,10
"2,5 (0)",2019,10
"2,8 (0)",2019,10
"2,7 (0)",2019,10
"3,2 (0)",2019,10
"1,9 (0)",2019,10
"3,3 (0)",2019,10
"2,3 (0)",2019,10
"4,0 (0)",2019,10
Andre,2019,11
"3,2 (0)",2019,11
"3,5 (0)",2019,11
"3,1 (0)",2019,11
"1,8 (0)",2019,11
"2,1 (0)",2019,11
"2,6 (0)",2019,11
"2,3 (0)",2019,11
"2,2 (0)",2019,11
Andre,2019,12
"2,2 (0)",2019,12
"1,6 (0)",2019,12
"1,8 (0)",2019,12
"2,0 (0)",2019,12
"2,3 (0)",2019,12
"2,5 (0)",2019,12
"4,2 (0)",2019,12
Andre,2020,1
"1,5 (0)",2020,1
"2,6 (0)",2020,1
"2,3 (0)",2020,1
"2,6 (0)",2020,1
"1,4 (0)",2020,1
"2,6 (0)",2020,1
"2,0 (0)",2020,1
"2,2 (0)",2020,1
"2,6 (0)",2020,1
"1,9 (0)",2020,1
"2,8 (0)",2020,1
Andre,2020,2
"1,7 (0)",2020,2
"3,3 (0)",2020,2
"2,3 (0)",2020,2
"1,2 (0)",2020,2
"1,5 (0)",2020,2
"2,3 (0)",2020,2
"2,0 (0)",2020,2
"1,1 (0)",2020,2
Andre,2020,3
"1,1 (0)",2020,3
"2,1 (0)",2020,3
"2,6 (0)",2020,3
"1,1 (0)",2020,3
"1,2 (0)",2020,3
"1,1 (0)",2020,3
"1,4 (0)",2020,3
"2,1 (0)",2020,3
"2,6 (0)",2020,3
Andre,2020,4
"0,9 (0)",2020,4
"1,5 (0)",2020,4
"1,4 (0)",2020,4
"1,4 (0)",2020,4
"1,0 (0)",2020,4
"1,2 (0)",2020,4
"1,6 (0)",2020,4
Andre,2020,5
"2,3 (0)",2020,5
"0,6 (0)",2020,5
"2,0 (0)",2020,5
"1,3 (0)",2020,5
"1,3 (0)",2020,5
"1,8 (0)",2020,5
"1,1 (0)",2020,5
"1,4 (0)",2020,5
Andre,2020,6
"2,1 (0)",2020,6
"2,4 (0)",2020,6
"2,0 (0)",2020,6
"0,8 (0)",2020,6
"2,0 (0)",2020,6
"1,8 (0)",2020,6
"1,1 (0)",2020,6
"1,7 (0)",2020,6
Andre,2020,7
"1,2 (0)",2020,7
"2,3 (0)",2020,7
Andre,2020,8
"1,7 (0)",2020,8
"1,4 (0)",2020,8
"2,0 (0)",2020,8
"2,6 (0)",2020,8
"2,2 (0)",2020,8
"1,6 (0)",2020,8
"0,7 (0)",2020,8
"1,4 (0)",2020,8
"2,3 (0)",2020,8
Andre,2020,9
"2,9 (0)",2020,9
"2,4 (0)",2020,9
"1,8 (0)",2020,9
"2,4 (0)",2020,9
"1,7 (0)",2020,9
"1,6 (0)",2020,9
"2,8 (0)",2020,9
"1,8 (0)",2020,9
"2,2 (0)",2020,9
Andre,2020,10
"2,2 (0)",2020,10
"2,1 (0)",2020,10
"5,0 (0)",2020,10
"1,4 (0)",2020,10
"2,0 (0)",2020,10
"1,8 (0)",2020,10
"1,1 (0)",2020,10
"1,5 (0)",2020,10
Andre,2020,11
"1,3 (0)",2020,11
"3,8 (0)",2020,11
"3,7 (0)",2020,11
"1,5 (0)",2020,11
"2,3 (0)",2020,11
"1,7 (0)",2020,11
"1,5 (0)",2020,11
"2,5 (0)",2020,11
Andre,2020,12
"1,4 (0)",2020,12
"2,4 (0)",2020,12
"1,3 (0)",2020,12
"2,4 (0)",2020,12
"2,6 (0)",2020,12
"2,8 (0)",2020,12
"1,2 (0)",2020,12
Andre,2021,1
"1,9 (0)",2021,1
"3,1 (0)",2021,1
"4,6 (0)",2021,1
"3,1 (0)",2021,1
"2,3 (0)",2021,1
"2,2 (0)",2021,1
"2,6 (0)",2021,1
"2,8 (0)",2021,1
"2,0 (0)",2021,1
Andre,2021,2
"3,9 (0)",2021,2
"3,0 (0)",2021,2
"3,0 (0)",2021,2
"2,5 (0)",2021,2
"2,3 (0)",2021,2
"3,3 (0)",2021,2
"2,8 (0)",2021,2
"4,1 (0)",2021,2
Andre,2021,3
"1,8 (0)",2021,3
"5,1 (0)",2021,3
"4,1 (0)",2021,3
"2,7 (0)",2021,3
"1,8 (0)",2021,3
"2,6 (0)",2021,3
"2,9 (0)",2021,3
"4,2 (0)",2021,3
"1,6 (0)",2021,3
Andre,2021,4
"3,2 (0)",2021,4
"4,5 (0)",2021,4
"3,0 (0)",2021,4
"2,1 (0)",2021,4
"3,0 (0)",2021,4
"2,4 (0)",2021,4
"1,7 (0)",2021,4
"2,7 (0)",2021,4
Andre,2021,5
"2,6 (0)",2021,5
"4,5 (0)",2021,5
"4,0 (0)",2021,5
"1,7 (0)",2021,5
"1,4 (0)",2021,5
"3,5 (0)",2021,5
"3,1 (0)",2021,5
"2,4 (0)",2021,5
"4,1 (0)",2021,5
Andre,2021,6
"3,5 (0)",2021,6
"3,5 (0)",2021,6
"2,4 (0)",2021,6
"3,7 (0)",2021,6
"3,2 (0)",2021,6
"2,5 (0)",2021,6
"2,3 (0)",2021,6
"3,0 (0)",2021,6
"2,7 (0)",2021,6
Andre,2021,7
"2,8 (0)",2021,7
"3,0 (0)",2021,7
"4,1 (0)",2021,7
"5,7 (1)",2021,7
Andre,2021,8
"4,3 (0)",2021,8
"4,7 (0)",2021,8
"3,8 (0)",2021,8
"3,4 (0)",2021,8
"5,2 (0)",2021,8
"4,9 (0)",2021,8
"4,2 (0)",2021,8
"7,0 (0)",2021,8
"2,7 (0)",2021,8
"5,8 (0)",2021,8
"5,6 (0)",2021,8
"3,9 (0)",2021,8
"4,1 (0)",2021,8
"3,5 (0)",2021,8
"3,8 (0)",2021,8
"5,0 (0)",2021,8
"3,0 (0)",2021,8
Andre,2021,9
"3,2 (0)",2021,9
"2,9 (0)",2021,9
"3,6 (1)",2021,9
"3,5 (0)",2021,9
"2,5 (0)",2021,9
"3,3 (1)",2021,9
"3,7 (0)",2021,9
"3,3 (1)",2021,9
"3,1 (0)",2021,9
"4,9 (0)",2021,9
"3,9 (0)",2021,9
"3,1 (0)",2021,9
"3,7 (0)",2021,9
"4,7 (0)",2021,9
"3,8 (0)",2021,9
"4,9 (0)",2021,9
"3,6 (0)",2021,9
"5,4 (0)",2021,9
"3,9 (0)",2021,9
"3,4 (0)",2021,9
"4,9 (0)",2021,9
Andre,2021,10
"4,0 (0)",2021,10
"2,2 (0)",2021,10
"2,8 (0)",2021,10
"3,2 (0)",2021,10
"2,6 (0)",2021,10
"2,6 (0)",2021,10
"2,9 (0)",2021,10
"3,4 (0)",2021,10
Andre,2021,11
"3,1 (0)",2021,11
"3,1 (0)",2021,11
"2,9 (0)",2021,11
"3,3 (0)",2021,11
"2,2 (0)",2021,11
"2,8 (0)",2021,11
"2,5 (0)",2021,11
"3,2 (1)",2021,11
Andre,2021,12
"2,8 (0)",2021,12
"3,4 (0)",2021,12
"4,1 (0)",2021,12
"2,3 (0)",2021,12
"3,8 (0)",2021,12
"3,2 (0)",2021,12
"3,0 (0)",2021,12
"4,8 (1)",2021,12
"3,3 (0)",2021,12
Andre,2022,1
"3,6 (0)",2022,1
"3,8 (0)",2022,1
"3,0 (0)",2022,1
"2,9 (0)",2022,1
"3,1 (0)",2022,1
"4,8 (0)",2022,1
"2,9 (0)",2022,1
"3,6 (0)",2022,1
Andre,2022,2
"4,3 (0)",2022,2
"3,9 (0)",2022,2
"3,8 (0)",2022,2
"3,1 (0)",2022,2
"3,3 (0)",2022,2
"3,5 (0)",2022,2
"3,8 (0)",2022,2
Andre,2022,3
"3,2 (0)",2022,3
"5,1 (0)",2022,3
"5,2 (0)",2022,3
"3,6 (0)",2022,3
"4,1 (0)",2022,3
"3,4 (0)",2022,3
"3,1 (0)",2022,3
"4,0 (0)",2022,3
"2,9 (0)",2022,3
"3,6 (1)",2022,3
Andre,2022,4
"2,7 (0)",2022,4
"4,2 (0)",2022,4
"3,6 (0)",2022,4
"3,1 (1)",2022,4
"3,4 (0)",2022,4
"3,2 (0)",2022,4
"4,4 (0)",2022,4
Andre,2022,5
"5,0 (0)",2022,5
"3,1 (0)",2022,5
"4,3 (0)",2022,5
"3,3 (0)",2022,5
"3,8 (0)",2022,5
"4,1 (0)",2022,5
"3,6 (1)",2022,5
"3,6 (0)",2022,5
"2,7 (1)",2022,5
Andre,2022,6
"4,2 (0)",2022,6
"3,6 (0)",2022,6
"3,9 (0)",2022,6
"3,0 (0)",2022,6
"3,2 (1)",2022,6
"4,5 (0)",2022,6
"3,5 (0)",2022,6
Andre,2022,7
"4,1 (0)",2022,7
"3,9 (0)",2022,7
Andre,2022,8
"3,7 (0)",2022,8
"4,1 (0)",2022,8
"3,5 (0)",2022,8
"3,5 (0)",2022,8
"3,5 (0)",2022,8
"5,9 (0)",2022,8
"3,7 (0)",2022,8
"3,0 (0)",2022,8
Andre,2022,9
"4,4 (0)",2022,9
"4,4 (0)",2022,9
"4,2 (0)",2022,9
"4,7 (0)",2022,9
"4,2 (0)",2022,9
"4,0 (0)",2022,9
"3,0 (0)",2022,9
"4,5 (0)",2022,9
Andre,2022,10
"3,7 (0)",2022,10
"4,9 (0)",2022,10
"6,0 (0)",2022,10
"3,4 (0)",2022,10
"3,9 (0)",2022,10
"4,7 (0)",2022,10
"4,3 (0)",2022,10
"6,1 (0)",2022,10
Andre,2022,11
"5,7 (0)",2022,11
"6,1 (0)",2022,11
"4,2 (0)",2022,11
"6,8 (1)",2022,11
"5,4 (0)",2022,11
"4,2 (0)",2022,11
"4,4 (0)",2022,11
"4,2 (0)",2022,11
"5,5 (0)",2022,11
"4,5 (0)",2022,11
"5,4 (0)",2022,11
Andre,2022,12
"3,9 (0)",2022,12
"5,0 (0)",2022,12
"5,1 (0)",2022,12
"4,7 (0)",2022,12
"4,1 (0)",2022,12
"2,9 (0)",2022,12
"4,8 (0)",2022,12
Andre,2023,1
"5,3 (0)",2023,1
"5,1 (0)",2023,1
"4,9 (0)",2023,1
"4,7 (0)",2023,1
"4,3 (0)",2023,1
"4,5 (0)",2023,1
"6,2 (0)",2023,1
Andre,2023,2
"4,5 (0)",2023,2
"3,8 (0)",2023,2
"5,1 (0)",2023,2
"6,0 (0)",2023,2
"5,1 (0)",2023,2
"4,3 (0)",2023,2
"5,0 (0)",2023,2
Andre,2023,3
"6,2 (1)",2023,3
"4,9 (0)",2023,3
"3,1 (0)",2023,3
"5,4 (2)",2023,3
"5,8 (1)",2023,3
"4,7 (0)",2023,3
"5,1 (0)",2023,3
"5,0 (0)",2023,3
"5,0 (0)",2023,3
"3,7 (0)",2023,3
Andre,2023,4
"5,3 (0)",2023,4
"7,2 (1)",2023,4
"4,4 (0)",2023,4
"5,9 (0)",2023,4
"4,8 (0)",2023,4
"5,6 (0)",2023,4
Andre,2023,5
"4,0 (0)",2023,5
"4,7 (0)",2023,5
"2,4 (0)",2023,5
"6,0 (0)",2023,5
"6,8 (0)",2023,5
"4,8 (0)",2023,5
"5,6 (0)",2023,5
"5,2 (0)",2023,5
Andre,2023,6
"5,9 (1)",2023,6
"4,7 (2)",2023,6
"6,9 (2)",2023,6
"5,4 (0)",2023,6
"4,8 (0)",2023,6
"4,9 (0)",2023,6
"5,1 (1)",2023,6
"4,8 (0)",2023,6
Andre,2023,7
"4,9 (0)",2023,7
"5,4 (3)",2023,7
Andre,2023,8
"5,3 (0)",2023,8
"6,5 (0)",2023,8
"3,9 (0)",2023,8
"7,5 (7)",2023,8
"6,1 (0)",2023,8
"6,7 (8)",2023,8
"7,1 (0)",2023,8
"4,7 (0)",2023,8
Andre,2023,9
"3,5 (0)",2023,9
"4,4 (0)",2023,9
"5,4 (0)",2023,9
"6,3 (0)",2023,9
"7,2 (0)",2023,9
"6,6 (0)",2023,9
"5,5 (0)",2023,9
"5,3 (0)",2023,9
"5,3 (0)",2023,9
"7,6 (0)",2023,9
Andre,2023,10
"7,5 (1)",2023,10
"7,3 (2)",2023,10
"6,0 (6)",2023,10
"6,9 (8)",2023,10
"5,8 (7)",2023,10
Andre,2023,11
"6,4 (3)",2023,11
"5,3 (3)",2023,11
"5,7 (2)",2023,11
"6,4 (3)",2023,11
"6,4 (7)",2023,11
"7,9 (9)",2023,11
"6,6 (3)",2023,11
"7,1 (6)",2023,11
Andre,2023,12
"6,4 (8)",2023,12
"6,9 (6)",2023,12
"4,5 (0)",2023,12
"6,1 (2)",2023,12
"6,6 (2)",2023,12
"7,3 (8)",2023,12
"6,6 (7)",2023,12
Andre,2024,1
"6,6 (1)",2024,1
"6,1 (8)",2024,1
"6,2 (3)",2024,1
"7,6 (9)",2024,1
"2,6 (0)",2024,1
"6,6 (2)",2024,1
Andre,2024,2
"4,2 (0)",2024,2
"5,9 (1)",2024,2
"2,5 (0)",2024,2
"4,3 (2)",2024,2
"6,3 (2)",2024,2
"5,4 (3)",2024,2
"4,5 (0)",2024,2
"4,0 (0)",2024,2
Andre,2024,3
"3,1 (0)",2024,3
"5,3 (1)",2024,3
"3,5 (0)",2024,3
"5,0 (0)",2024,3
"4,5 (0)",2024,3
"4,1 (0)",2024,3
"6,8 (1)",2024,3
Andre,2024,4
"5,8 (2)",2024,4
"4,4 (2)",2024,4
"2,6 (0)",2024,4
"3,6 (1)",2024,4
"4,0 (0)",2024,4
"3,1 (0)",2024,4
"5,9 (1)",2024,4
Andre,2024,5
"5,2 (0)",2024,5
"3,1 (0)",2024,5
"3,5 (0)",2024,5
"3,0 (0)",2024,5
"3,8 (0)",2024,5
"3,3 (1)",2024,5
"3,6 (0)",2024,5
"4,6 (0)",2024,5
Andre,2024,6
"3,0 (0)",2024,6
"4,5 (0)",2024,6
"2,2 (0)",2024,6
"3,9 (0)",2024,6
"4,7 (0)",2024,6
"2,8 (0)",2024,6
Andre,2024,7
"6,7 (0)",2024,7
"3,8 (0)",2024,7
"3,5 (0)",2024,7
Andre,2024,8
"3,9 (0)",2024,8
"4,4 (0)",2024,8
"4,0 (0)",2024,8
"3,8 (0)",2024,8
"4,0 (0)",2024,8
"4,3 (0)",2024,8
"5,5 (0)",2024,8
"3,6 (0)",2024,8
Andre,2024,9
"4,9 (0)",2024,9
"3,5 (0)",2024,9
"5,2 (2)",2024,9
"3,2 (0)",2024,9
"2,5 (0)",2024,9
"4,1 (0)",2024,9
"4,1 (0)",2024,9
Andre,2024,10
"4,1 (0)",2024,10
"2,8 (0)",2024,10
"2,7 (0)",2024,10
"3,8 (0)",2024,10
"5,1 (0)",2024,10
"4,0 (0)",2024,10
"3,5 (0)",2024,10
Andre,2024,11
"5,4 (0)",2024,11
"4,1 (0)",2024,11
"2,9 (0)",2024,11
"4,7 (0)",2024,11
"3,6 (0)",2024,11
"3,4 (0)",2024,11
"2,2 (0)",2024,11
Andre,2024,12
"3,7 (0)",2024,12
"3,4 (0)",2024,12
"3,3 (0)",2024,12
"4,0 (0)",2024,12
"4,3 (0)",2024,12
"2,9 (0)",2024,12
"3,5 (0)",2024,12
"2,6 (0)",2024,12
Andre,2025,1
"4,3 (0)",2025,1
"5,1 (0)",2025,1
"3,8 (0)",2025,1
"3,0 (0)",2025,1
"2,1 (0)",2025,1
"5,9 (0)",2025,1
"3,9 (0)",2025,1
"3,8 (0)",2025,1
Andre,2025,2
"3,7 (0)",2025,2
"3,2 (0)",2025,2
"2,8 (0)",2025,2
"2,6 (0)",2025,2
"2,8 (0)",2025,2
"4,5 (0)",2025,2
"1,9 (0)",2025,2
"2,8 (0)",2025,2
"4,9 (1)",2025,2
Andre,2025,3
"4,1 (0)",2025,3
"3,0 (0)",2025,3
"3,4 (0)",2025,3
"3,4 (0)",2025,3
"3,4 (0)",2025,3
"3,1 (0)",2025,3
"3,6 (0)",2025,3
Andre,2025,4
"3,7 (0)",2025,4
"3,2 (0)",2025,4
"4,7 (0)",2025,4
"4,4 (0)",2025,4
"3,9 (0)",2025,4
"5,0 (0)",2025,4
"2,7 (0)",2025,4
Andre,2025,5
"3,7 (0)",2025,5
"5,6 (0)",2025,5
"2,2 (0)",2025,5
"3,6 (0)",2025,5
"3,9 (0)",2025,5
"3,7 (0)",2025,5
"3,1 (0)",2025,5
"4,9 (0)",2025,5
Andre,2025,6
"5,8 (0)",2025,6
"3,8 (0)",2025,6
"4,6 (0)",2025,6
"3,4 (0)",2025,6
"6,1 (0)",2025,6
"4,2 (0)",2025,6
"3,5 (1)",2025,6
Andre,2025,7
"3,6 (0)",2025,7
"4,6 (0)",2025,7
"4,1 (0)",2025,7
Andre,2025,8
"4,6 (0)",2025,8
"4,1 (0)",2025,8
"4,1 (0)",2025,8
"3,6 (0)",2025,8
"3,8 (1)",2025,8
"3,4 (1)",2025,8
"5,8 (0)",2025,8
"5,2 (0)",2025,8
"4,5 (0)",2025,8
"5,0 (0)",2025,8
"3,8 (0)",2025,8
"4,4 (1)",2025,8
"5,2 (0)",2025,8
"5,7 (0)",2025,8
Andre,2025,9
"4,1 (0)",2025,9
"3,2 (0)",2025,9
"5,1 (1)",2025,9
"4,0 (0)",2025,9
"4,3 (0)",2025,9
"4,7 (1)",2025,9
"4,5 (0)",2025,9
"4,9 (1)",2025,9
"4,8 (1)",2025,9
